"_id__$oid","title","link","_id","created_at","id_str","text","source","truncated","createTime","authorMeta__id","authorMeta__secUid","authorMeta__name","authorMeta__nickName","authorMeta__verified","authorMeta__signature","authorMeta__avatar","videoMeta__height","videoMeta__width","videoMeta__duration"
"","","","1295855434700488704","Tue Aug 18 22:49:46 +0000 2020","1295855434700488704","From the US Embassy in Ecuador.\n\nTravel Advisory: Ecuador – Level 3 Reconsider Travel           \nReconsider travel… https://t.co/sT4EiTJGjg","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","True","","","","","","","","","","",""
"","","","1295855434767708160","Tue Aug 18 22:49:46 +0000 2020","1295855434767708160","@DanCrenshawTX Wow, his ego is through the roof!! How dare he move in for a profit on Covid-19 deaths. Every penny… https://t.co/viCrixI1Xj","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","True","","","","","","","","","","",""
"","","","1295855435191377921","Tue Aug 18 22:49:46 +0000 2020","1295855435191377921","RT @delbigtree: When a TOP PHARMA EXEC admits WAITING for a COVID19 VACCINE to save you is STUPID, you may want to re-evaluate destroying y…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855435212369921","Tue Aug 18 22:49:46 +0000 2020","1295855435212369921","RT @Carpesos: Covid-19 : Didier Raoult évoque une ""manipulation"" et dénonce le ""plus grand scandale scientifique de tous les temps""\nhttps:/…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","False","","","","","","","","","","",""
"","","","1295855435308773377","Tue Aug 18 22:49:46 +0000 2020","1295855435308773377","RT @PrincessBravato: ITS NOT SAFE https://t.co/VzAzNnjXmj","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","False","","","","","","","","","","",""
"","","","1295855435602202624","Tue Aug 18 22:49:46 +0000 2020","1295855435602202624","MyPillow CEO defends promoting unproven COVID-19 ""cure"" - Axios https://t.co/HNzoPBDPvw","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","False","","","","","","","","","","",""
"","","","1295855435715678208","Tue Aug 18 22:49:46 +0000 2020","1295855435715678208","RT @TheWingsOfB: la canción iluminará playas y fiestas virtuales cada vez que suene. COVID-19 no detendrá esta celebración.\n\n""Dynamite"" sal…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855435778387969","Tue Aug 18 22:49:46 +0000 2020","1295855435778387969","RT @tribunnews: Tegaskan Wewenang Pusat Terkait Zonasi Covid-19, Khofifah Sentil Klaim Risma Soal Status Surabaya https://t.co/2Lrs9kqFmF l…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855435845705729","Tue Aug 18 22:49:46 +0000 2020","1295855435845705729","RT @Anay65: QEPD. Hasta cuando tanto dolor, se nos van los médicos. SOS SOS SOS @Almagro_OEA2015 @TAMARA_SUJU","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855436093100036","Tue Aug 18 22:49:46 +0000 2020","1295855436093100036","One signature Mr. President!  You can save lives of those suffering with ALS.  It's being done with the covid vacci… https://t.co/3FUTa8eG2W","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","True","","","","","","","","","","",""
"","","","1295855436218998785","Tue Aug 18 22:49:46 +0000 2020","1295855436218998785","RT @Bitiiez: [INFO]📰\n\nK-Media informa que hoy fue publicado el Teaser oficial para Dynamite de @BTS_twt. \n\nDynamite será del género Disco P…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855436328046594","Tue Aug 18 22:49:46 +0000 2020","1295855436328046594","RT @yildirimkaya40: Ziya Hocam, yüz yüze eğitim 21 Eylül'de başlayacaksa, öğretmenlerimizin Mesleki Çalışma Programlarını da 17-21 Eylül ta…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855436470661127","Tue Aug 18 22:49:46 +0000 2020","1295855436470661127","RT @freddier: 1/9 ¿FUNCIONA EL DIÓXIDO DE CLORO CONTRA EL COVID-19? (Fuentes al final)\n\nEl dióxido de cloro es un desinfectante tóxico si s…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855436189577216","Tue Aug 18 22:49:46 +0000 2020","1295855436189577216","Je trouve ça incroyable le manque de respect d’hygiène, en cette période de Covid-19. C'est une honte il faut faire… https://t.co/iAxoJYUpz4","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","True","","","","","","","","","","",""
"","","","1295855436541775874","Tue Aug 18 22:49:46 +0000 2020","1295855436541775874","RT @ianpauldukes: TRUMP: i don't care if you're white black green or purple\n\nME: *turning purple as covid kills me* help..\n\nTRUMP: i said i…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","False","","","","","","","","","","",""
"","","","1295855436697161728","Tue Aug 18 22:49:46 +0000 2020","1295855436697161728","RT @SpDapergolas: Μια κουβέντα θα πω και κρατείστε τη. Να προσέξουν οι μαλάκες του κράτους μην γίνει κάνα λάθος με το εμβόλιο COVID, με τίπ…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855436751609857","Tue Aug 18 22:49:46 +0000 2020","1295855436751609857","RT @Taraooden45: So Andrew Cuomo wrote a book on covid response leadership huh? I don't have 13 degrees in gender studies like the brillian…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855436625739781","Tue Aug 18 22:49:46 +0000 2020","1295855436625739781","Have you read and signed this yet? It’s really important. Please take a minute to do both and share with your netwo… https://t.co/LKKAbR8RAc","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","True","","","","","","","","","","",""
"","","","1295855436688744455","Tue Aug 18 22:49:46 +0000 2020","1295855436688744455","Va a tener que llamar a medio partido.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855436961382400","Tue Aug 18 22:49:46 +0000 2020","1295855436961382400","RT @BrideOfLinux: I've been waiting for members of my family to be notified, because I didn't want them to find out here. My sister Sandra…","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","False","","","","","","","","","","",""
"","","","1295855436860723200","Tue Aug 18 22:49:46 +0000 2020","1295855436860723200","RT @brithume: I wonder if those who constantly cite the fatality numbers to indict Trump’s Covid 19 performance are prepared to use the sam…","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","False","","","","","","","","","","",""
"","","","1295855436978106368","Tue Aug 18 22:49:46 +0000 2020","1295855436978106368","RT @iphonenick: @merry123459 I don’t have an issue with Trudeau proroguing parliament. \n\nIt’s a normal process and we’re averaging 6 deaths…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855437250736128","Tue Aug 18 22:49:46 +0000 2020","1295855437250736128","RT @filme_c: Não nos covid para o cinema! Quem quiser assistir terror bom, temos torrent's! Invocação do Mal, O Exorcista, Tubarão e muitos…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","False","","","","","","","","","","",""
"","","","1295855437309304833","Tue Aug 18 22:49:46 +0000 2020","1295855437309304833","RT @charts_k: According to K-media, ""Dynamite"" will be of the ""Disco Pop"" genre, and is a song that contains @BTS_twt's sincerity to spread…","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","False","","","","","","","","","","",""
"","","","1295855437196206081","Tue Aug 18 22:49:46 +0000 2020","1295855437196206081","@bvdstock @jmeblommaert Nog wat leesvoer. \nhttps://t.co/8maFrcSSqV\n\nhttps://t.co/YDJUcRMb39\n(2/2)","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","False","","","","","","","","","","",""
"","","","1295855437594669058","Tue Aug 18 22:49:46 +0000 2020","1295855437594669058","RT @CNN: Covid-19's long-term effects, especially in young people, are ""really troublesome,"" Dr. Anthony Fauci says. https://t.co/5MVJbaaPl1","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","False","","","","","","","","","","",""
"","","","1295855437594542080","Tue Aug 18 22:49:46 +0000 2020","1295855437594542080","Actually ni moh release dates cakap aug 6 aug 4 aug aug aug Covid patient infectiosss state masok hillion mall. Die… https://t.co/3zUZ8NHX8r","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","True","","","","","","","","","","",""
"","","","1295855437816963072","Tue Aug 18 22:49:46 +0000 2020","1295855437816963072","RT @USMC1702: Go Figure! My Texas Gov. Greg Abbott, who ran for office as a “conservative” Republican, now says Texans should wear masks ar…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","False","","","","","","","","","","",""
"","","","1295855437661831169","Tue Aug 18 22:49:46 +0000 2020","1295855437661831169","@KRich312 As part of AT&amp;T’s ongoing support of the students, families and teachers navigating distance learning dur… https://t.co/Reg1nV49zQ","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","True","","","","","","","","","","",""
"","","","1295855437938601985","Tue Aug 18 22:49:46 +0000 2020","1295855437938601985","RT @friellyboy: Maybe go after Larry Goodman and how he runs his meat factories in a third world enclosed COVID Petri Dish as opposed to ta…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855438039257088","Tue Aug 18 22:49:46 +0000 2020","1295855438039257088","RT @Morenit74613455: que sea un verano lleno de jodas, con plata y sin covid. 🙏","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855438152556545","Tue Aug 18 22:49:46 +0000 2020","1295855438152556545","RT @Caolan_Walsh: This government could introduce a whole rake of measures to reduce the spread and infection of COVID 19 but doing so woul…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855438219681794","Tue Aug 18 22:49:46 +0000 2020","1295855438219681794","RT @sparkledocawake: Fauci says he does not see US mandating COVID-19 vaccination for general public | TheHill https://t.co/TNZBDBXbJ1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855438077067265","Tue Aug 18 22:49:46 +0000 2020","1295855438077067265","RT @dandrezner: Racism. Kids in cages. Manufacturing recession. \n\nAlso, remember that Biden was ahead of Trump in polling even pre-pandemic…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","False","","","","","","","","","","",""
"","","","1295855438227836928","Tue Aug 18 22:49:46 +0000 2020","1295855438227836928","RT @emceemorx: Sana yung bill sa ospital ay 124.5M","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855438160957441","Tue Aug 18 22:49:46 +0000 2020","1295855438160957441","Pathétique","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855438425214978","Tue Aug 18 22:49:47 +0000 2020","1295855438425214978","RT @ActuFoot_: Pour The Sun, Neymar pourrait être privé de finale de #UCL pour avoir échangé son maillot, ne respectant ainsi pas le protoc…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855438546731009","Tue Aug 18 22:49:47 +0000 2020","1295855438546731009","@RexChapman Expletives in my 🧠!She says,”They will kill U with a ventilator!“Does she realize how moronic she is,bc… https://t.co/u90jlL5dkL","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","True","","","","","","","","","","",""
"","","","1295855438831841280","Tue Aug 18 22:49:47 +0000 2020","1295855438831841280","RT @shannonrwatts: Anderson Cooper battling with the My Pillow CEO over whether he’s a medical expert who can help cure COVID-19 is truly b…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855438940995584","Tue Aug 18 22:49:47 +0000 2020","1295855438940995584","RT @p_lixx: This COVID shit lasting like a Honda Civic","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855438722867201","Tue Aug 18 22:49:47 +0000 2020","1295855438722867201","@mcdbren106 @justinbaragona The ""tested"" on a thousand people for the virus is likely a lie.\nAny real test would ha… https://t.co/8pZHxHKyb8","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","True","","","","","","","","","","",""
"","","","1295855439368687616","Tue Aug 18 22:49:47 +0000 2020","1295855439368687616","RT @Chema_Quiroz_: Gran columna de @beltrandelrio dónde se ve la intención de engañar bajando las pruebas para COVID @HLGatell https://t.co…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855439490539522","Tue Aug 18 22:49:47 +0000 2020","1295855439490539522","RT @p_lixx: This COVID shit lasting like a Honda Civic","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855439578574848","Tue Aug 18 22:49:47 +0000 2020","1295855439578574848","RT @burak_turna: Evet sonunda dönüp dolaşıp söyledikleri yalandan çark ettiler ve herkesin bildiği şeyi resmi siteye koydular. Bildiğimiz s…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855439830228994","Tue Aug 18 22:49:47 +0000 2020","1295855439830228994","RT @OBriantGroup: We created a free #GoogleClassroom resource to help teachers get #backtoschool. Learn to manage your #virtualclassroom fr…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855439918374913","Tue Aug 18 22:49:47 +0000 2020","1295855439918374913","RT @ActuFoot_: Pour The Sun, Neymar pourrait être privé de finale de #UCL pour avoir échangé son maillot, ne respectant ainsi pas le protoc…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855440333377536","Tue Aug 18 22:49:47 +0000 2020","1295855440333377536","RT @IndiaToday: Why JEE and NEET aspirants worried about giving exams in #Covid times? Take a look\n#NewsUnlocked with @sardesairajdeep \nLiv…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855440270589952","Tue Aug 18 22:49:47 +0000 2020","1295855440270589952","RT @revistaetcetera: ""La revolucionaria decisión de la CNTE para negar el COVID-19, que desde marzo ha causado la muerte de casi 60 mil mex…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","False","","","","","","","","","","",""
"","","","1295855440350162944","Tue Aug 18 22:49:47 +0000 2020","1295855440350162944","RT @DrJinRussell: My hot Covid take today is that if we could keep community testing numbers up near this level in future, we could avoid a…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","False","","","","","","","","","","",""
"","","","1295855440769822721","Tue Aug 18 22:49:47 +0000 2020","1295855440769822721","RT @TeamOM_Officiel: • #OMASSE va bien être reporté à une date ultérieure à cause des quatre joueurs positifs au Covid-19 dans l'effectif o…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855440887271425","Tue Aug 18 22:49:47 +0000 2020","1295855440887271425","a month from now every college in the US will either be fully online or facing a major covid outbreak or both and p… https://t.co/ftlaaV8bDg","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","True","","","","","","","","","","",""
"","","","1295855440966950912","Tue Aug 18 22:49:47 +0000 2020","1295855440966950912","RT @lopezdoriga: ¡Tómala! Llegó la respuesta del Gobierno de España a los dichos del presidente López Obrador sobre comparativo de contagio…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","False","","","","","","","","","","",""
"","","","1295855441331859457","Tue Aug 18 22:49:47 +0000 2020","1295855441331859457","RT @jiggyjayy2: Im so happy i experienced all 4 years of college pre-Covid. 😭😭😭. I know shit not gonna be the same for some YEARS.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855441256288256","Tue Aug 18 22:49:47 +0000 2020","1295855441256288256","RT @ActuFoot_: Pour The Sun, Neymar pourrait être privé de finale de #UCL pour avoir échangé son maillot, ne respectant ainsi pas le protoc…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855441361145856","Tue Aug 18 22:49:47 +0000 2020","1295855441361145856","RT @eldiario: #18Ago | Tratamiento del covid-19: el punto débil del coronavirus que encontró una científica mexicana.\n\nLa doctora mexicana…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","False","","","","","","","","","","",""
"","","","1295855441415680000","Tue Aug 18 22:49:47 +0000 2020","1295855441415680000","2020 strikes again ...","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855441629589504","Tue Aug 18 22:49:47 +0000 2020","1295855441629589504","RT @jlcastilloch: He decidido hacer la siguiente actividad extraescolar en tiempos COVID:\n\nllevar a mi alumnado a Delegación de Educación p…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855441738641410","Tue Aug 18 22:49:47 +0000 2020","1295855441738641410","RT @AlexBerenson: Not a random sample but these antibody numbers are still stunningly high - based on antibodies alone, up to 1 in 4 people…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855441835110401","Tue Aug 18 22:49:47 +0000 2020","1295855441835110401","@crismartinj madre mia esto es increíiiiiible Qué me dice a mí una tia que quiere follar pero que tiene covid y yo… https://t.co/1RxBhQje5S","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","True","","","","","","","","","","",""
"","","","1295855441793212419","Tue Aug 18 22:49:47 +0000 2020","1295855441793212419","Marttan beri yataktan toplam 15 kere çıkıldı✅","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","","","","","","","","","","",""
"","","","1295855441994555393","Tue Aug 18 22:49:47 +0000 2020","1295855441994555393","RT @pinfantea: #PuebloProtegidoYRecuperado 🇻🇪 Esta es la historia de Gerardo Gollo, diagnosticado con COVID-19, quien expresa que gracias a…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855441956798464","Tue Aug 18 22:49:47 +0000 2020","1295855441956798464","RT @KhandaniM: Why is SA always compared with European countries and not with other African countries, kanti we are little Europe here? Eve…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855442057404418","Tue Aug 18 22:49:47 +0000 2020","1295855442057404418","RT @Astrart_: Vengo a pediros que Twitter haga su magia! Un amigo de mi padre ha restaurado esta casa preciosa y la alquila como casa rural…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","","","","","","","","","","",""
"","","","1295855442107813889","Tue Aug 18 22:49:47 +0000 2020","1295855442107813889","@Gabrielhpereyra Con 1200 $ quién podrá vivir no? Antes de las 4x4, plotear patrulleros ,x suerte el uruguayo es so… https://t.co/YVf83XIZgd","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","True","","","","","","","","","","",""
